ID Items_count Cost Time State_count
max price 50 
49,15,0.3237057270
ID Items_count Cost Time State_count
max price 100 
49,15,0.3226784390
ID Items_count Cost Time State_count
max price 250 
49,15,0.3242745740
ID Items_count Cost Time State_count
max price 500 
49,15,0.3245959190
ID Items_count Cost Time State_count
max price 1000 
49,15,0.3249686160
ID Items_count Cost Time State_count
max price 2000 
49,15,0.3238401930
ID Items_count Cost Time State_count
max price 50 
49,15,0.3427574060,331
ID Items_count Cost Time State_count
max price 100 
49,15,0.3424476660,574
ID Items_count Cost Time State_count
max price 250 
49,15,0.3627847640,1481
ID Items_count Cost Time State_count
max price 50 
0,15,0.3292679730,	370
1,15,0.3279724720,	341
2,15,0.3279914000,	327
3,15,0.3288270980,	249
4,15,0.3415487090,	335
5,15,0.3297251660,	332
6,15,0.3290980810,	320
7,15,0.3337556580,	321
8,15,0.3343058330,	342
9,15,0.3306277120,	379
10,15,0.3289897030,	289
11,15,0.3414718450,	329
12,15,0.3433789400,	329
13,15,0.3364461580,	331
14,15,0.3481860100,	293
15,15,0.3384455760,	285
16,15,0.3275092650,	350
17,15,0.3483013140,	341
18,15,0.3418862580,	327
19,15,0.3373607690,	275
20,15,0.3405659550,	267
21,15,0.3294187100,	294
22,15,0.3281782920,	325
23,15,0.3276067640,	355
24,15,0.3296371880,	350
25,15,0.3379074730,	376
26,15,0.3339254250,	284
27,15,0.3494940720,	326
28,15,0.3373312450,	338
29,15,0.3451762940,	354
30,15,0.3467055600,	389
31,15,0.3383925450,	216
32,15,0.3310317270,	343
33,15,0.3293789470,	424
34,15,0.3319751600,	367
35,15,0.3353181530,	331
36,15,0.3391423080,	379
37,15,0.3331327420,	382
38,15,0.3274641380,	376
39,15,0.3508338550,	277
40,15,0.3410349320,	270
41,15,0.3290483550,	304
42,15,0.3345968260,	406
43,15,0.3436993010,	340
44,15,0.3486633810,	365
45,15,0.3276330860,	320
46,15,0.3421353450,	354
47,15,0.3287066020,	314
48,15,0.3280003000,	336
49,15,0.3399130630,	331
ID Items_count Cost Time State_count
max price 100 
0,15,0.3270317360,	560
1,15,0.3205730130,	701
2,15,0.3208309920,	786
3,15,0.3216194280,	656
4,15,0.3206631850,	692
5,15,0.3324412960,	732
6,15,0.3281685420,	726
7,15,0.3310162500,	545
8,15,0.3302390100,	576
9,15,0.3330661890,	635
10,15,0.3352579980,	627
11,15,0.3327938260,	792
12,15,0.3379659030,	562
13,15,0.3330797880,	562
14,15,0.3377807210,	614
15,15,0.3246821520,	749
16,15,0.3328241920,	631
17,15,0.3347812010,	633
18,15,0.3247898940,	875
19,15,0.3204737030,	714
20,15,0.3347393340,	511
21,15,0.3319726100,	597
22,15,0.3257228640,	622
23,15,0.3208687550,	751
24,15,0.3230942320,	575
25,15,0.3222359810,	668
26,15,0.3216682280,	685
27,15,0.3224632460,	631
28,15,0.3223304040,	579
29,15,0.3252156770,	674
30,15,0.3214545730,	540
31,15,0.3218716020,	684
32,15,0.3220767030,	544
33,15,0.3216053290,	803
34,15,0.3212724650,	583
35,15,0.3274434670,	643
36,15,0.3216333050,	504
37,15,0.3221681240,	620
38,15,0.3201047370,	631
39,15,0.3209067470,	694
40,15,0.3326562100,	667
41,15,0.3344310720,	711
42,15,0.3352341520,	511
43,15,0.3258066300,	647
44,15,0.3355870250,	695
45,15,0.3354434810,	552
46,15,0.3313585630,	627
47,15,0.3317358800,	687
48,15,0.3216959490,	702
49,15,0.3232124300,	574
ID Items_count Cost Time State_count
max price 250 
0,15,0.3259242790,	1892
1,15,0.3344201720,	1495
2,15,0.3329614070,	2110
3,15,0.3235639960,	1738
4,15,0.3353577110,	1761
5,15,0.3323346580,	1920
6,15,0.3297654330,	1262
7,15,0.3344595250,	1627
8,15,0.3293853140,	1830
9,15,0.3272429530,	1140
10,15,0.3238360970,	1494
11,15,0.3234110670,	1248
12,15,0.3248352790,	1477
13,15,0.3305401640,	1514
14,15,0.3237599890,	1087
15,15,0.3235295600,	1292
16,15,0.3312315640,	1617
17,15,0.3235176020,	1593
18,15,0.3311693580,	1649
19,15,0.3409552510,	1526
20,15,0.3347213270,	1432
21,15,0.3233284440,	1419
22,15,0.3236409510,	1790
23,15,0.3342571790,	1690
24,15,0.3336258490,	2018
25,15,0.3276711780,	1838
26,15,0.3334270210,	1564
27,15,0.3352959520,	1762
28,15,0.3345680490,	1615
