ID Items_count Cost Time State_count
max weight 50 
49,15,0.3186176290
ID Items_count Cost Time State_count
max weight 100 
49,15,0.3234512770
ID Items_count Cost Time State_count
max weight 250 
49,15,0.3245091930
ID Items_count Cost Time State_count
max weight 500 
49,15,0.3224806200
ID Items_count Cost Time State_count
max weight 1000 
49,15,0.3250981100
ID Items_count Cost Time State_count
max weight 2000 
49,15,0.3240784450
ID Items_count Cost Time State_count
max weight 50 
0,15,0.3211821450,	1414
1,15,0.3262624800,	1507
2,15,0.3311328370,	1999
3,15,0.3274212850,	1697
4,15,0.3265794300,	1414
5,15,0.3276454010,	1806
6,15,0.3267906360,	1719
7,15,0.3278836930,	1531
8,15,0.3268758060,	1461
9,15,0.3302559530,	1457
10,15,0.3292144150,	1457
11,15,0.3270875830,	1723
12,15,0.3276326400,	1601
13,15,0.3264392370,	1641
14,15,0.3233881950,	1611
15,15,0.3249502680,	1194
16,15,0.3245159200,	1632
17,15,0.3247373520,	1540
18,15,0.3226085290,	1325
19,15,0.3224554920,	1491
20,15,0.3236273340,	1878
21,15,0.3276487710,	1701
22,15,0.3212174960,	1977
23,15,0.3212484890,	1584
24,15,0.3219107070,	1435
25,15,0.3261227040,	1556
26,15,0.3271802830,	1786
27,15,0.3252638840,	1291
28,15,0.3242764140,	1747
29,15,0.3261356070,	1634
30,15,0.3269699170,	1259
31,15,0.3225467340,	1249
32,15,0.3250166520,	1688
33,15,0.3233547120,	1854
34,15,0.3271653430,	1626
35,15,0.3279076900,	1518
36,15,0.3247965100,	1525
37,15,0.3247111170,	1645
38,15,0.3257959730,	1582
39,15,0.3238632670,	1443
40,15,0.3240418490,	1176
41,15,0.3238244240,	1491
42,15,0.3230315490,	1625
43,15,0.3260363230,	1636
44,15,0.3224078110,	1420
45,15,0.3214012080,	1541
46,15,0.3232129820,	1963
47,15,0.3223643640,	1781
48,15,0.3219313270,	1477
49,15,0.3220405970,	1974
ID Items_count Cost Time State_count
max weight 100 
0,15,0.3221995840,	1628
1,15,0.3222727660,	1647
2,15,0.3222774670,	1575
3,15,0.3248248970,	1130
4,15,0.3233685470,	1799
5,15,0.3247027320,	1760
6,15,0.3241653640,	1475
7,15,0.3249199880,	1622
8,15,0.3255435190,	1759
9,15,0.3271187450,	1841
10,15,0.3238859060,	1565
11,15,0.3413672310,	1385
12,15,0.3245922760,	1543
13,15,0.3228084730,	1827
